SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0001739,Willowdale,Willowdale,Mine,Openpit,Operating,J00779,Wagerup-Pinjarra / Alcoa,116.014801000000006,-32.920718999999998,407882,6357071,50,Bx,Alumina,BAUXITE - ALUMINA,Willowdale,N,,Y,,Operating Mine,Public,2132,DWELLINGUP,SI50-02,PINJARRA,"WAROONA, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0001743,Bindoon Hill 1,Bindoon Hill 1,Mine,Openpit,Operating,J02697,Bindoon Hill Aggregate,116.133032999999998,-31.325337999999999,417515,6534017,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2135,CHITTERING,SH50-14,PERTH,"CHITTERING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0001794,Koorda,Koorda,Mine,Openpit,Operating,J00808,Koorda,117.405716999999996,-30.751718000000000,538832,6597843,50,Gp,Industrial mineral,GYPSUM,Koorda,Y,Gp,Y,,Operating Mine,Public,2336,KOORDA,SH50-11,BENCUBBIN,"KOORDA, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0001798,Burran Rock South,Burran Rock South,Mine,Openpit,Operating,J00811,Burran Rock South,117.989468000000002,-31.347645000000000,594118,6531446,50,Gp,Industrial mineral,GYPSUM,Burran Rock,Y,Gp,Y,,Operating Mine,Public,2435,TRAYNING,SH50-15,KELLERBERRIN,"KELLERBERRIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0001802,Lake Camm,Lake Camm,Mine,Openpit,Operating,J00816,Lake Camm,119.557118000000003,-32.985872999999998,738946,6347375,50,Gp,Industrial mineral,GYPSUM,Lake Camm,Y,Gp,Y,,Operating Mine,Public,2832,IRONCAP,SI50-04,HYDEN,"LAKE GRACE, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0001810,Lake Gulson,Lake Gulson,Mine,Openpit,Operating,J00823,Lake Gulson,119.466953000000004,-32.819761000000000,730950,6365998,50,Gp,Industrial mineral,GYPSUM,Lake Gulson,Y,Gp,Y,,Operating Mine,Public,2732,HURLSTONE,SI50-04,HYDEN,"LAKE GRACE, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0001813,Lake Hillman M70/136,Lake Hillman M70/136,Mine,Openpit,Operating,J00826,Lake Hillman / Adelaide Brighton,117.173833000000002,-30.313220999999999,516713,6646494,50,Gp Cement,Industrial mineral,GYPSUM,Lake Hillman,Y,Gp Cement,Y,,Operating Mine,Public,2337,KALANNIE,SH50-11,BENCUBBIN,"DALWALLINU, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0001815,Pippingarra/NW Quarries,Pippingarra / North West Quarries,Mine,Openpit,Operating,J00828,Pippingarra Quarry / North West Quarries,118.761367000000007,-20.573671000000001,683593,7724042,50,Agg Fel Mica Gran Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2656,WALLARINGA,SF50-04,PORT HEDLAND,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Split Rock Supersuite,20191210
S0001835,Kununurra 1/JSW,Kununurra 1 / JSW,Mine,Openpit,Operating,J00842,Kununurra / JSW,128.701726000000008,-15.735512000000000,468045,8260298,52,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4666,KUNUNURRA,SD52-14,CAMBRIDGE GULF,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Kalkarindji Large Igneous Province,20191210
S0001837,Comet Hill NW/Boral,Comet Hill Northwest / Boral,Mine,Openpit,Operating,J00844,Comet Hill-Gnarlabine / Boral,121.040170000000003,-31.028870000000001,312942,6565549,51,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3135,YILMIA,SH51-13,BOORABBIN,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Yilgarn Craton granites,20191210
S0001838,Mt Welcome North,Mt Welcome North,Mine,Openpit,Operating,J00845,Mt Welcome,117.096892999999994,-20.690935000000000,510091,7712054,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2356,ROEBOURNE,SF50-03,ROEBOURNE,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Gorge Creek Basin,20191210
S0001841,Russell Rd Lot 123/Cockburn-WA Lmst,Russell Rd Lot 123 Wattleup / Cockburn-WA Lmst,Mine,Openpit,Operating,J00848,Coogee / Cockburn,115.795601000000005,-32.154062000000003,386425,6441852,50,Lst Agg,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"COCKBURN, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0001842,Nillibubbaca B,Nillibubbaca-Yeeda (Part B - Royalties),Mine,Openpit,Operating,J01542,Nillibubbaca - Yeeda / Kimberley Quarry,123.078745999999995,-17.713668999999999,508350,8041491,51,Agg Brck Sd Aggc,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3562,CLARKSON,SE51-07,DERBY,"DERBY-WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20191210
S0001848,Cervantes/Crossland,Cervantes / Crossland,Mine,Openpit,Operating,J00855,Cervantes / Crossland,115.094905999999995,-30.474575000000002,317122,6627084,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1937,HILL RIVER,SH50-09,HILL RIVER,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beagle Ridge,20191210
S0001855,Aggregate Quarry/Holcim,Newman Aggregate / Holcim,Mine,Openpit,Operating,J00862,Newman Aggregate / Holcim,119.696320999999998,-23.321279000000001,775735,7418344,50,Agg Aggc Brck Sd Ball Dlt,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2851,NEWMAN,SF50-16,NEWMAN,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",52,PEAK HILL M.F.,South Pilbara Sub-basin,20191210
S0001856,Turner River South/Holcim,Turner River South Sand / Holcim,Mine,Openpit,Operating,J04450,Turner River Dune Sand / Holcim,118.521545000000003,-20.619997000000001,658543,7719166,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2656,WALLARINGA,SF50-04,PORT HEDLAND,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Soanesville Basin,20191210
S0001857,Warrawanda Ck 1/Holcim,Warrawanda Creek 1 / Holcim,Mine,Openpit,Operating,J00864,Warrawanda Creek / Holcim,119.871870999999999,-23.452097999999999,793409,7403503,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2851,NEWMAN,SF50-16,NEWMAN,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,"Pilbara Craton, Sylvania Inlier",20191210
S0001859,Kangaroo Hills,Kangaroo Hills,Mine,Openpit,Operating,J02050,Kangaroo Hills - Coolgardie South,121.151525000000007,-30.987116000000000,323495,6570360,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Yilgarn Craton granites,20191210
S0001860,Goods Road East,Goods Road East - Chidlow / Tuma,Mine,Openpit,Operating,J00867,Chidlow / Tuma,116.387139000000005,-31.904555999999999,442052,6469980,50,Sd Gvl Clay,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"NORTHAM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0001885,Yanchep/WA Lmst,Military Rd Yanchep / WA Limestone,Mine,Openpit,Operating,J00888,Yanchep / WA Limestone,115.671997000000005,-31.434954000000001,373794,6521429,50,Lst Lst-Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2035,GINGIN,SH50-14,PERTH,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0001887,Point D'Entrecasteaux/WALCO,Point D'Entrecasteaux / WALCO,Mine,Openpit,Operating,J00890,Point D'Entrecasteaux / WALCO,116.013385999999997,-34.828887000000002,409781,6145489,50,Lst Lsd Lst-Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2128,NORTHCLIFFE,SI50-10,PEMBERTON,"MANJIMUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Biranup Zone,20191210
S0001888,Cutler Rd/Lmst BBCo,Cutler Rd / Limestone Building Blocks Company,Mine,Openpit,Operating,J00891,Cutler Rd Nowergup / WA Limestone,115.752398999999997,-31.607050999999998,381653,6502443,50,Lst Dst Aglime,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0001891,Lancelin/Candeloro,Lancelin / Candeloro,Mine,Openpit,Operating,J00894,Lancelin / Candeloro,115.327284000000006,-30.997121000000000,340297,6569516,50,Lsd Lst-Lsd Aglime,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1936,WEDGE ISLAND,SH50-09,HILL RIVER,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Vlaming Sub-basin,20191210
S0001892,Lancelin/Westdeen,Lancelin / Westdeen,Mine,Openpit,Operating,J00895,Lancelin / Westdeen,115.347549000000001,-31.030425000000001,342287,6565854,50,Lsd Lst-Lsd Aglime Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1935,LEDGE POINT,SH50-13,LEDGE POINT,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Vlaming Sub-basin,20191210
S0001894,Bandalup Magnesite 1A,Bandalup Magnesite 1A,Mine,Openpit,Operating,J00897,Bandalup Magnesite,120.363439000000000,-33.607610999999999,255372,6278233,51,MgCO3,Industrial mineral,MAGNESITE,Bandalup,Y,MgCO3,Y,,Operating Mine,Public,2930,RAVENSTHORPE,SI51-05,RAVENSTHORPE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,Youanmi Terrane,20191210
S0001897,Garnet Ice,Fraser Range - Garnet Ice,Mine,Openpit,Operating,J00900,Fraser Range Granite-Dolerite,122.669225999999995,-32.078786999999998,468783,6450783,51,Gran Dst,Construction material,DIMENSION STONE,,N,,,,,Public,3433,FRASER RANGE,SI51-02,NORSEMAN,"DUNDAS, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Biranup Zone,20191210
S0001901,Dresser Barite/Haoma,Dresser Barite / Haoma,Mine,Openpit,Operating,J00904,North Pole Barite,119.437802000000005,-21.144466000000001,753170,7659920,50,Brt Jasp Aggc Agg,Industrial mineral,BARITE,North Pole,Y,Brt Jasp Aggc Agg,Y,,Operating Mine,Public,2755,NORTH SHAW,SF50-08,MARBLE BAR,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Warrawoona  Large Igneous Province,20191210
S0001905,Creighton Rd/Hanson,Creighton Road Lot M1448 Lennard Brook / Hanson,Mine,Openpit,Operating,J00908,Gingin / Hanson Construction,115.946682999999993,-31.392868000000000,399856,6526378,50,Sisd,Industrial mineral,SILICA - SILICA SAND,Lennard Brook,Y,Sisd,Y,,Operating Mine,Public,2035,GINGIN,SH50-14,PERTH,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beermullah Trough,20191210
S0001946,Walkaway/Holcim,Walkaway / Holcim,Mine,Openpit,Operating,J00937,Walkaway / Holcim,114.798102999999998,-28.860120999999999,285218,6805518,50,Agg,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1840,GERALDTON,SH50-01,GERALDTON,"GREATER GERALDTON, CITY OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Northampton Inlier",20191210
S0001959,Gascoyne River M09/31,Gascoyne River Sand M09/31,Mine,Openpit,Operating,J04825,Gascoyne River / Ford-Brandenburg,113.736329999999995,-24.847546000000001,776530,7249157,49,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1648,CARNARVON,SG49-04,QUOBBA,"CARNARVON, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Gascoyne Platform,20191210
S0001962,Hopkins Rd 1/Lst BBCo,Hopkins Road 1 Nowergup / Limestone Building Block Co,Mine,Openpit,Operating,J00947,Hopkins Rd Nowergup / Limestone Building Block,115.755999000000003,-31.608405999999999,381997,6502297,50,Lst Lst-Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0001965,Sullivan Ck South/Holcim,Sullivan Creek South / Holcim,Mine,Openpit,Operating,J00949,Sullivan Creek Sand / Holcim,121.166511000000000,-28.747018000000001,320969,6818664,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3140,LEONORA,SH51-01,LEONORA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Yilgarn Craton granites,20191210
S0001969,Willyung,Albany - Willyung / Holcim,Mine,Openpit,Operating,J00953,Albany - Willyung / Holcim,117.849485000000001,-34.946128000000002,577569,6132602,50,Agg Dst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2428,MOUNT BARKER,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20191210
S0001993,Burrup/BGC,Burrup / BGC,Mine,Openpit,Operating,J02499,Burrup / BGC,116.767501999999993,-20.598569999999999,475772,7722261,50,Agg,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2256,DAMPIER,SF50-02,DAMPIER,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Fortescue Basin,20191210
S0001996,Byford/Hanson,Byford / Hanson,Mine,Openpit,Operating,J00963,Byford / Hanson Construction,116.029786999999999,-32.272430000000000,408628,6428954,50,Aggc Agg,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2133,JARRAHDALE,SI50-02,PINJARRA,"SERPENTINE-JARRAHDALE, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0002037,Gelorup 1/Holcim,Gelorup 1 - Bunbury / Holcim,Mine,Openpit,Operating,J00971,Gelorup - Bunbury / Holcim,115.652872000000002,-33.398032999999998,374720,6303775,50,Agg Bas Aga,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"CAPEL, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20191210
S0002055,Gosnells/Holcim,Gosnells / Holcim,Mine,Openpit,Operating,J00975,Gosnells / Holcim,116.030202000000003,-32.073618000000003,408469,6450993,50,Agg,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2133,JARRAHDALE,SI50-02,PINJARRA,"GOSNELLS, CITY OF",METRO,70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0002104,Sams Creek - Point Samson,Sams Creek - Point Samson,Mine,Openpit,Operating,J00993,Sams Creek - Point Samson / Karratha Earthmoving,117.186514000000003,-20.619548999999999,519433,7719946,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2356,ROEBOURNE,SF50-03,ROEBOURNE,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Gorge Creek Basin,20191210
S0002105,Pickering Brook Gravel,Pickering Brook Gravel,Mine,Openpit,Operating,J00994,Pickering Brook Gravel,116.160556999999997,-32.062071000000003,420762,6452376,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2133,JARRAHDALE,SI50-02,PINJARRA,"KALAMUNDA, CITY OF",METRO,70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0002167,Dowling Pit,Mt Cattlin - Dowling Openpit,Mine,Openpit,Operating,J01005,Mt Cattlin Spodumene,120.033981999999995,-33.562505999999999,224650,6282408,51,Li Ta Nb,Speciality metal,TIN - TANTALUM - LITHIUM,Mt Cattlin,Y,Li Ta Nb,Y,,Operating Mine,Public,2930,RAVENSTHORPE,SI51-05,RAVENSTHORPE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,Youanmi Terrane,20191210
S0002175,Lake Tay M74/49,Lake Tay M74/49,Mine,Openpit,Operating,J01009,Lake Tay,120.735304999999997,-33.032876000000002,288498,6342789,51,Gp,Industrial mineral,GYPSUM,Lake Tay,Y,Gp,Y,,Operating Mine,Public,3031,NORTHOVER,SI51-05,RAVENSTHORPE,"ESPERANCE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,Scaddan Embayment,20191210
S0002194,Stellar,Stellar,Mine,Openpit,Operating,J00156,Mt Magnet,117.782492000000005,-28.048625999999999,576903,6897164,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2441,MOUNT MAGNET,SH50-03,KIRKALOCKA,"MOUNT MAGNET, SHIRE OF","MID-WEST, Development Region",58,MT. MAGNET,Youanmi Terrane,20191210
S0002196,Bullant,Bullant - Ora Banda,Mine,Decline,Operating,J00292,Paddington - Mt Pleasant,121.057800000000000,-30.527470000000001,313660,6621160,51,Au Ag,Precious metal,GOLD,Bullant,N,,Y,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Eastern Goldfields Superterrane,20191210
S0002198,Polaris South,Polaris South,Mine,Openpit,Operating,J00226,Marvel Loch - Southern Cross,119.343879999999999,-31.257020000000001,723188,6539544,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2735,SOUTHERN CROSS,SH50-16,SOUTHERN CROSS,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20191210
S0002217,Golden Ridge,Golden Ridge,Mine,Openpit,Operating,J00276,South Kalgoorlie Operations,121.667344999999997,-30.847843999999998,372570,6586501,51,Au Ag,Precious metal,GOLD,Golden Ridge,N,,N,,Operating Mine,Public,3236,KANOWNA,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20191210
S0002232,Rothsay,Rothsay - B Shear,Mine,Decline,Under Development,J00315,Rothsay,116.876979000000006,-29.288636000000000,488051,6760029,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2239,ROTHSAY,SH50-06,PERENJORI,"PERENJORI, SHIRE OF","MID-WEST, Development Region",59,YALGOO M.F.,Youanmi Terrane,20191210
S0002247,Aquarius,Aquarius,Mine,Openpit,Operating,J00226,Marvel Loch - Southern Cross,119.322008999999994,-31.271359000000000,721071,6537998,50,Au Ag,Precious metal,GOLD,Aquarius,N,,Y,,Operating Mine,Public,2735,SOUTHERN CROSS,SH50-16,SOUTHERN CROSS,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20191210
S0002383,Sons of Gwalia UG,Sons of Gwalia Underground,Mine,Decline,Operating,J00330,Gwalia - Leonora,121.333473999999995,-28.918420999999999,337541,6799910,51,Au Ag,Precious metal,GOLD,Sons of Gwalia,N,,Y,,Operating Mine,Public,3140,LEONORA,SH51-01,LEONORA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20191210
S0002386,Telfer UG,Telfer Underground,Mine,Decline,Operating,J00338,Telfer / Newcrest,122.202731999999997,-21.722441000000000,417544,7597682,51,Au,Precious metal,GOLD,,N,,,,,Public,3354,PATERSON,SF51-06,PATERSON RANGE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Yeneena Basin,20191210
S0002403,Water Reserve,Water Reserve - Broome,Mine,Openpit,Operating,J00942,Coconut Wells - Broome,122.271372999999997,-17.885652000000000,422814,8022315,51,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3362,BROOME,SE51-06,BROOME,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Jurgurra Terrace,20191210
S0002412,Matilda 1,Matilda 1,Mine,Openpit,Operating,J02624,Matilda,120.214944000000003,-26.757474999999999,223025,7037394,51,Au Ag,Precious metal,GOLD,Matilda,N,,Y,,Operating Mine,Public,2944,WILUNA,SG51-09,WILUNA,"WILUNA, SHIRE OF","MID-WEST, Development Region",53,WILUNA,Youanmi Terrane,20191210
S0002432,Lake Cowan South,Lake Cowan South Gypsum - M63/148,Mine,Openpit,Operating,J01324,Lake Cowan Gypsum / Whitfield,121.741156000000004,-32.233418000000000,381394,6432996,51,Gp,Industrial mineral,GYPSUM,Lake Cowan,Y,Gp,Y,,Operating Mine,Public,3233,NORSEMAN,SI51-02,NORSEMAN,"DUNDAS, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Eastern Goldfields Superterrane,20191210
S0002464,Denison Limesand/Cockburn,Denison Limesand / Cockburn,Mine,Openpit,Operating,J01105,Denison Limesand / Cockburn,114.935518000000002,-29.289825000000000,299460,6758136,50,Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1839,DONGARA,SH50-05,DONGARA,"IRWIN, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Dongara Terrace,20191210
S0002467,Orange Grove,Orange Grove / Boral,Mine,Openpit,Operating,J01108,Maddington - Orange Grove / Boral,116.031515999999996,-32.039310999999998,408559,6454797,50,Agg Gvl Aggc,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2133,JARRAHDALE,SI50-02,PINJARRA,"GOSNELLS, CITY OF",METRO,70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0002484,Vegas,Vegas - Galaxy,Mine,Openpit,Operating,J00156,Mt Magnet,117.790978999999993,-28.037313000000001,577746,6898412,50,Au Ag,Precious metal,GOLD,Galaxy,N,,Y,,Operating Mine,Public,2441,MOUNT MAGNET,SH50-03,KIRKALOCKA,"MOUNT MAGNET, SHIRE OF","MID-WEST, Development Region",58,MT. MAGNET,Youanmi Terrane,20191210
S0002485,Matilda 6,Matilda 6,Mine,Openpit,Operating,J02624,Matilda,120.219902000000005,-26.768249999999998,223544,7036210,51,Au Ag,Precious metal,GOLD,,N,,Y,,Operating Mine,Public,2944,WILUNA,SG51-09,WILUNA,"WILUNA, SHIRE OF","MID-WEST, Development Region",53,WILUNA,Youanmi Terrane,20191210
S0002486,Matilda 2,Matilda 2,Mine,Openpit,Operating,J02624,Matilda,120.211439999999996,-26.746887000000001,222650,7038560,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,2944,WILUNA,SG51-09,WILUNA,"WILUNA, SHIRE OF","MID-WEST, Development Region",53,WILUNA,Youanmi Terrane,20191210
S0002520,Roebuck Plains South/McCorry Brown,Roebuck Plains South Sand / McCorry Brown,Mine,Openpit,Operating,J01131,Roebuck Plains / McCorry Brown,122.613209999999995,-18.011673999999999,459056,8008480,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3461,ROEBUCK PLAINS,SE51-10,LAGRANGE,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Jurgurra Terrace,20191210
S0002536,Lake Deborah East Sand,Lake Deborah East Sand,Mine,Openpit,Operating,J01142,Lake Deborah East Sand,119.459800999999999,-30.962139000000001,734954,6571998,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2736,BULLFINCH,SH50-12,JACKSON,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20191210
S0002547,Dongara Aglime,Dongara Aglime,Mine,Openpit,Operating,J01149,Dongara - Denison / Westdeen Aglime,114.926023999999998,-29.279036000000001,298517,6759315,50,Aglime Lsd Lst-Lsd Lst,Industrial mineral,LIMESTONE - LIMESAND,Dongara,Y,Aglime Lsd Lst-Lsd Lst,Y,,Operating Mine,Public,1839,DONGARA,SH50-05,DONGARA,"IRWIN, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Dongara Terrace,20191210
